name,addressLine,city,neighboorhoud,postcode,latitude,longitude
SPA NATIONAL SCHOOL,LOUGH DERG ROAD RAHENY DUBLIN 5,DUBLIN,DUBLIN 5,D05E954,53.3498053,-6.2603097
SPRINGDALE N S,STACKALLEN NAVAN CO. MEATH,MEATH,MEATH,C15Y104,53.7106377,-6.6211168
STACKALLEN N S,COLLINS AVENUE EXT WHITEHALL DUBLIN 9,DUBLIN,DUBLIN 9,D09XT54,53.3843508,-6.2521289
ST. AIDAN'S C.B.S.,DUBLIN HILL CORK,CORK,CORK,T23YE02,51.9207215,-8.4626441
ST AIDAN'S COMMUNITY COLLEGE,BROOKFIELD TALLAGHT DUBLIN 24,DUBLIN,DUBLIN 24,D24XA46,53.2866014,-6.412533
ST AIDANS COMPREHENSIVE SCHOOL,SMITHSTOWN SHANNON CO. CLARE,CLARE,CLARE,V14AW77,54.0669136,-7.0636258
ST AIDANS NS,BROOKFIELD TALLAGHT DUBLIN 24,DUBLIN,DUBLIN 24,D24XN24,53.2863901,-6.4048062
ST AIDANS NS,KILMANAGH CO KILKENNY,KILKENNY,KILKENNY,R95XN76,52.6202504,-7.4221663
ST AIDANS N S,CONVENT ROAD ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21WD30,52.504513,-6.5725107
ST AIDANS PARISH SCHOOL,EMLY TIPPERARY,TIPPERARY,TIPPERARY,E34NY00,52.4737894,-8.1618514
ST AILBE'S NATIONAL SCHOOL,ROSANNA ROAD TIPPERARY TOWN,TIPPERARY,TIPPERARY,E34H596,52.4786581,-8.1563094
ST. AILBE'S SCHOOL,MAIN STREET CARRIGTWOHILL CO.CORK,CORK,CORK,T45CF61,52.4786581,-8.1563094
ST ALOYSIUS COLLEGE,SHARMAN CRAWFORD STREET CORK,CORK,CORK,T12RK03,51.8957376,-8.481974
ST ALOYSIUS SCHOOL,BOOTERSTOWN AVE BLACKROCK CO DUBLIN,DUBLIN,DUBLIN COUNTY,A94XN72,53.3056074,-6.2016008
ST ANDREWS N S,ST EDMUNDSBURY LUCAN ROAD LUCAN CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K78NX88,53.3603492,-6.4356329
ST ANDREWS N S,NEWCOURT ROAD BRAY CO. WICKLOW,WICKLOW,WICKLOW,A98PY88,53.1894276,-6.1024969
ST ANDREWS N S,ST. PATRICK'S HILL CORK CORK,CORK,CORK,T23FXY8,45.55869,-61.89025
ST. ANGELA'S COLLEGE,URSULINE CONVENT WATERFORD,WATERFORD,WATERFORD,X91TK83,52.2461371,-7.1136949
ST ANGELA'S SECONDARY SCHOOL,MANOR STREET STONEYBATTER DUBLIN 7,DUBLIN,DUBLIN 7,D07DY60,53.3526296,-6.2807151
STANHOPE STREET PRIMARY SCHOOL,KILLALOE CO CLARE,CLARE,CLARE,V94HP60,53.3526146,-6.2828903
ST ANNE'S COMMUNITY COLLEGE,THE SQUARE CASTLEREA CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F45WN59,53.7592604,-8.2681621
ST ANNES CON N S,STONEBRIDGE ROAD SHANKILL CO. DUBLIN,DUBLIN,DUBLIN COUNTY,D18AV61,53.234272,-6.1289874
ST ANNES MXD N S,TIPPERSTOWN STRAFFAN CO. KILDARE,KILDARE,KILDARE,W23H330,53.297725,-6.5739372
ST. ANNE'S NATIONAL SCHOOL,KILCARRIG AVENUE TALLAGHT DUBLIN 24,DUBLIN,DUBLIN 24,D24DHY5,53.2342967,-6.128819
ST ANNES PRIMARY SCHOOL,ST. ANNE'S SECONDARY SCHOOL ROSANNA ROAD TIPPERARY TOWN CO TIPPERARY,TIPPERARY,TIPPERARY,E34F210,52.4786246,-8.1624199
ST. ANNE'S SECONDARY SCHOOL,SEAN ROSS ABBEY ROSCREA CO. TIPPERARY,TIPPERARY,TIPPERARY,E53YC04,52.47842,-8.162647
ST ANNES SPECIAL SCH,BALLYMANY CROSS THE CURRAGH CO. KILDARE,KILDARE,KILDARE,R56VH67,53.1595485,-6.8194293
ST ANNES SPECIAL SCHOOL,SAINT SENAN'S ROAD ENNIS CO. CLARE,CLARE,CLARE,V95YY26,52.8538586,-8.9755345
ST ANNES S S,HUMBERT WAY CASTLEBAR CO. MAYO,MAYO,MAYO,F23W704,53.8472673,-9.307043
ST ANTHONYS SPECIAL SC,BELMAYNE AVENUE BELMAYNE DUBLIN 13,DUBLIN,DUBLIN 13,,53.3498053,-6.2603097
STAPOLIN EDUCATE TOGETHER NATIONAL SCHOOL,LEAHY'S TERRACE SANDYMOUNT DUBLIN 4,DUBLIN,DUBLIN 4,D04XW14,53.4023265,-6.169009
STAR OF THE SEA,MAULBAUN PASSAGE WEST CO. CORK,CORK,CORK,T12A381,51.8651203,-8.3410904
ST ATTRACTA'S COMMUNITY SCHOOL,MEADOWBROOK DUNDRUM DUBLIN 16,DUBLIN,DUBLIN 16,D16P891,53.2811526,-6.2552208
ST ATTRACTAS JUNIOR N S,BALLAGHADERREEN CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F45H367,53.8995234,-8.5898896
ST ATTRACTAS N S,MEADOWBROOK DUNDRUM DUBLIN 16,DUBLIN,DUBLIN 14,D16HW66,53.2809355,-6.2563495
ST ATTRACTAS SENIOR N S,COOK STREET MERCHANT'S QUAY DUBLIN 8,DUBLIN,DUBLIN 8,D08XP83,53.2811526,-6.2552208
ST AUDOENS NS,ABBEYSIDE DUNGARVAN CO WATERFORD,WATERFORD,WATERFORD,X35AH76,52.2593197,-7.1100703
ST AUGUSTINES COLLEGE,OBELISK PARK CARYSFORT AVENUE BLACKROCK CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A94X8K7,53.2883544,-6.1818841
ST AUGUSTINES SCHOOL,SEXTON STREET LIMERICK,LIMERICK,LIMERICK,V94X339,52.6607391,-8.6234278
ST AUGUSTINES SPEC SCH,MULLINAVAT CO KILKENNY,KILKENNY,KILKENNY,X91DY67,52.36848,-7.1728663
ST BEACONS N S,GRANGE PARK RAHENY DUBLIN 5,DUBLIN,DUBLIN 5,D05YK16,53.3498053,-6.2603097
ST BENEDICTS NATIONAL SCHOOL,UPPER KILMACUD RD STILLORGAN BLACKROCK CO DUBLIN,DUBLIN,DUBLIN COUNTY,A94X886,53.3934387,-6.4406702
ST BENILDUS COLLEGE,QUARRYVALE CLONDALKIN DUBLIN 22,DUBLIN,DUBLIN 22,D22CD39,53.2846666,-6.221372
ST BERNADETTES JUNIOR N S,COLLEGE FARM ROAD LETTERKENNY CO. DONEGAL,DONEGAL,DONEGAL,F92N289,54.9554463,-7.7488631
ST BERNADETTE SPEC SCH,QUARRYVALE CLONDALKIN DUBLIN 22,DUBLIN,DUBLIN 22,D22PW58,53.3503916,-6.3973387
ST BERNADETTES SENIOR N S,BONNINGTON MONTENOTTE CO. CORK,CORK,CORK,T23TK31,51.9073944,-8.4376356
ST BERNADETTES SPEC SCH,ABBEYLARA CO. LONGFORD,LONGFORD,LONGFORD,N39K773,53.765869,-7.4482429
ST BERNARDS MIXED N S,CILL AIRNE CO CHIARRAÍ,KERRY,KERRY,V93FP49,51.8519882,-8.2870939
ST. BRENDAN'S COLLEGE,BIRR CO OFFALY,OFFALY,OFFALY,R42KN92,53.2356871,-7.7122229
ST BRENDANS MIXED N S,MOORPARK STREET BIRR CO. OFFALY,OFFALY,OFFALY,R42NW22,53.0905887,-7.9123847
ST BRENDANS MONASTERY,WOLFE TONE SQUARE BANTRY CO. CORK,CORK,CORK,P75KF96,51.9111884,-8.4644381
ST BRENDANS NATIONAL SCHOOL,THE SQUARE EYRECOURT BALLINASLOE CO. GALWAY,GALWAY,GALWAY,H53R772,53.274001,-9.0512662
ST BRENDAN'S N.S.,CARTRON SLIGO,SLIGO,SLIGO,F91YTK2,54.2811737,-8.4840655
ST BRENDANS NS,ST BRIGID'S ROAD PORTUMNA CO. GALWAY,GALWAY,GALWAY,H53C792,53.0949554,-8.2210578
ST BRENDANS NS,MOUNT PLEASANT LOUGHREA CO. GALWAY,GALWAY,GALWAY,H62YW57,53.1948966,-8.5612249
ST BRENDANS N S,DRUMMOND SAINT MULLINS CO. CARLOW VIA KILKENNY,CARLOW,CARLOW,R95DX24,52.4727811,-6.9012972
ST BRENDANS N S,FENIT TRALEE CO KERRY,KERRY,KERRY,V92YW52,52.2792511,-9.8626306
ST BRENDANS N S,BELMONT CLOGHANS HILL TUAM CO GALWAY,GALWAY,GALWAY,H54HY75,53.6072319,-8.9641634
ST BRICIN'S COLLEGE,BALLINTUBBER CASTLEREA CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F45RR67,53.7187121,-8.4102485
ST. BRIDE'S N.S.,MUINEBHEAG CO. CARLOW,CARLOW,CARLOW,R21PR62,52.7003538,-6.95498
ST BRIDGETS MONASTERY BOYS SENIOR SCHOOL,DRUMCONG CARRICK-ON-SHANNON CO. LEITRIM,LEITRIM,LEITRIM,N41VK20,54.0293549,-7.9739052
ST BRIDS,PAVILION ROAD CASTLEBAR CO. MAYO,MAYO,MAYO,F23NX99,53.8519095,-9.2974425
ST BRIDS SPECIAL SCH,ARD EASMUINN DUNDALK CO. LOUTH,LOUTH,LOUTH,A91YP20,53.9252324,-6.4889423
ST BRIGHIDS SPECIAL SCH,BOTHAR BRUGHA DROGHEDA CO LOUTH,LOUTH,LOUTH,,54.0061491,-6.4177135
ST BRIGID'S AND ST PATRICK'S NATIONAL SCHOOL,MART LANE FOXROCK DUBLIN 18,DUBLIN,DUBLIN 18,D18W406,53.2688888,-6.1692549
ST BRIGIDS BOYS N S,HOWTH ROAD KILLESTER DUBLIN 5,DUBLIN,DUBLIN 5,D05A386,53.3747786,-6.1958652
ST BRIGIDS BOYS N S,ST. BRIGID'S COLLEGE,LOUGHREA CO. GALWAY,GALWAY,GALWAY,53.1952943,-8.5594989
ST. BRIGID'S COLLEGE,FINGLAS ROAD OLD GLASNEVIN DUBLIN 11,DUBLIN,DUBLIN 11,D11VF95,53.3768599,-6.2756033
ST BRIGIDS CONVENT,ST.BRIGID'S ROAD KILLESTER DUBLIN 5,DUBLIN,DUBLIN 5,D05YV44,53.3789676,-6.2052243
ST BRIGIDS CONVENT N S,THE PARK CABINTEELY DUBLIN 18,DUBLIN,DUBLIN 18,D18TN66,53.3157997,-6.3917799
ST BRIGIDS GIRLS N S,WELLMOUNT AVENUE FINGLAS WEST DUBLIN 11,DUBLIN,DUBLIN 11,D11F992,53.2615212,-6.1616616
ST BRIGIDS INFANT N S,GREY ABBEY ROAD KILDARE TOWN CO. KILDARE,KILDARE,KILDARE,R51XY30,53.154604,-6.9134674
ST BRIGID'S KILDARE TOWN PRIMARY SCHOOL,BEECHPARK LAWN CASTLEKNOCK DUBLIN 15,DUBLIN,DUBLIN 15,D15P820,53.1589342,-6.9095683
ST BRIGIDS MXD N S,AUGHNAFARCON BROOMFIELD CASTLEBLAYNEY CO. MONAGHAN,MONAGHAN,MONAGHAN,A75Y934,54.0651981,-6.7480199
ST. BRIGID'S NATIONAL SCHOOL AUGHNAFARCON,SINGLAND LIMERICK,LIMERICK,LIMERICK,V94FN12,52.6563977,-8.5983999
ST BRIGIDS NS,BALLYSAX LITTLE CURRAGH CO. KILDARE,KILDARE,KILDARE,R56E782,53.1227569,-6.83079
ST BRIGIDS N S,KILCULLEN CO. KILDARE,KILDARE,KILDARE,R56RK83,53.1302425,-6.7507981
ST BRIGIDS N S,BROOKFIELD TALLAGHT DUBLIN 24,DUBLIN,DUBLIN 24,D24X343,53.3752681,-6.3619871
ST BRIGIDS N S,STATION ROAD MOATE CO. WESTMEATH,WESTMEATH,WESTMEATH,N37TF86,53.5847656,-7.5363763
ST BRIGID'S PRIMARY SCHOOL,THE COOMBE DUBLIN 8,DUBLIN,DUBLIN 8,D08E377,53.3342725,-6.2410014
ST BRIGIDS PRIMARY SCHOOL,TRAFALGAR ROAD GREYSTONES CO. WICKLOW,WICKLOW,WICKLOW,A63WR64,53.1472907,-6.0634517
ST BRIGIDS SCHOOL,CONVENT OF MERCY TUAM CO. GALWAY,GALWAY,GALWAY,H54F202,53.5128392,-8.8478484
ST. BRIGID'S SCHOOL,NEW STREET KILLARNEY CO. KERRY,KERRY,KERRY,V93ND79,52.0585766,-9.5161359
ST. BRIGID'S SECONDARY SCHOOL,WELLMOUNT AVENUE FINGLAS WEST DUBLIN 11,DUBLIN,DUBLIN 11,D11X262,53.3862754,-6.3102112
ST BRIGIDS SENIOR GIRLS,HARBOUR STREET MULLINGAR CO. WESTMEATH,WESTMEATH,WESTMEATH,N91DH97,53.5239727,-7.0965128
ST. BROGAN'S COLLEGE,TULLYVARRAGA SHANNON CO. CLARE. CO. CLARE.,CLARE,CLARE,V14XY54,51.7535343,-8.7381231
ST CAIMIN'S COMMUNITY SCHOOL,GLASANAON ROAD FINGLAS DUBLIN 11,DUBLIN,DUBLIN 11,D11TW01,53.3498053,-6.2603097
ST CANICES B N S,GRANGES ROAD KILKENNY,KILKENNY,KILKENNY,R95PK80,52.6558411,-7.2602608
ST CANICES CENTRAL N S,ROSBERCON NEW ROSS CO. WEXFORD,WEXFORD,WEXFORD,Y34VH61,52.3975912,-6.9526612
ST CANICE S CONVENT,SEAMUS ENNIS ROAD FINGLAS DUBLIN 11,DUBLIN,DUBLIN 11,D11C927,53.3896878,-6.2967617
ST CANICES G N S,COOVAGH HOUSE ST JOSEPH'S GROUNDS MULGRAVE ST CO LIMERICK,LIMERICK,LIMERICK,V94FY91,52.663839,-8.6267299
ST CANICES SPECIAL SCHOOL,CURRAGH CAMP KILDARE,KILDARE,KILDARE,R56Y860,53.1478604,-6.8277769
ST. CATHERINE OF SIENNA,RATOATH ROAD CABRA DUBLIN 7,DUBLIN,DUBLIN 7,D07TP21,53.3703308,-6.3071721
ST CATHERINES INFANT SCHOOL,KILMULLEN LANE NEWCASTLE GREYSTONES CO. WICKLOW,WICKLOW,WICKLOW,A63X985,53.0807925,-6.094266
ST. CATHERINE'S VOCATIONAL SCHOOL,DONORE AVENUE SOUTH CIRCULAR ROAD DUBLIN 8,DUBLIN,DUBLIN 8,D08YR66,53.3330962,-6.2832323
ST CATHERINES WEST N S,CREGG SLIGO,SLIGO,SLIGO,F91X283,54.2766103,-8.4760888
ST. CECILIA'S SCHOOL,HADDINGTON ROAD BALLSBRIDGE DUBLIN 4,DUBLIN,DUBLIN 4,D04FP20,53.3350796,-6.2402099
ST CHRISTOPHER'S NS,BATTERY ROAD LONGFORD,LONGFORD,LONGFORD,N39WN60,53.7333057,-7.8025621
ST CHRISTOPHERS S S,NAVAN RD KELLS CO MEATH,MEATH,MEATH,A82N677,53.7241174,-6.8716478
ST CIARAN'S COMMUNITY SCHOOL,BOHER BALLYCUMBER CO. OFFALY,OFFALY,OFFALY,R35P448,53.3252695,-7.7265893
ST CIARANS MIXED N S,HARTSTOWN DUBLIN 15,DUBLIN,DUBLIN 15,D15ED83,53.3937662,-6.4206077
ST CIARANS N S,ST CANICES RD GLASNEVIN DUBLIN 11,DUBLIN,DUBLIN 11,D11VK64,53.3937662,-6.4206077
ST CIARANS SPEC SCH,BALLYJAMESDUFF CO. CAVAN,CAVAN,CAVAN,A82NT92,53.8655442,-7.1973059
ST. CLARE'S COMPREHENSIVE SCHOOL,HAROLD'S CROSS ROAD DUBLIN 6W,DUBLIN,DUBLIN 6W,D6WWC86,53.3498053,-6.2603097
ST CLARES CONVENT N S,ENNISKILLEN ROAD MANORHAMILTON CO. LEITRIM,LEITRIM,LEITRIM,F91NP08,54.3024971,-8.1699162
ST CLARE'S NATIONAL SCHOOL,VIRGINIA ROAD BALLYJAMESDUFF CO. CAVAN,CAVAN,CAVAN,A82XN67,53.8652534,-7.1996183
ST CLARES NS,ARD MHUIRE CAVAN,CAVAN,CAVAN,H12DR74,53.8652534,-7.1996183
ST CLARES PRIMARY SCHOOL,GORT ROAD ENNIS,CLARE,CLARE,V95YP83,52.8570444,-8.9786215
ST CLARES SPECIAL SCH,LAUREL HILL AVENUE SOUTH CIRCULAR ROAD LIMERICK,LIMERICK,LIMERICK,V94HP44,52.6558685,-8.6382579
ST CLEMENTS COLLEGE,MERRYMEETING RATHNEW CO. WICKLOW,WICKLOW,WICKLOW,A67CY68,52.9862313,-6.3672543
ST COEN'S NATIONAL SCHOOL,STRADBALLY CO. LAOIS,LAOIS,LAOIS,R32VR84,53.0141263,-7.1446206
ST COLEMAN'S NATIONAL SCHOOL,YOUGHAL ROAD MIDLETON CO CORK,CORK,CORK,P25W658,51.8546017,-8.2973194
ST COLMANS MXD N S,DERRINABROC CLOONTIA BALLYMOTE CO. SLIGO,MAYO,MAYO,F56TY05,53.9640853,-8.6272821
ST COLMANS NS,CAPPAGH CROGHAN TULLAMORE CO. OFFALY,OFFALY,OFFALY,R35Y635,53.2530643,-7.541846
ST COLMANS N S,SCHOLARSTOWN RD KNOCKLYON DUBLIN 16,DUBLIN,DUBLIN 16,D16H298,53.2786857,-6.3147926
ST. COLMCILLE'S COMMUNITY SCHOOL,IDRONE AVENUE KNOCKLYON DUBLIN 16,DUBLIN,DUBLIN 16,D16W8K0,53.2786269,-6.315072
ST COLMCILLE SENIOR N S,GAINSTOWN MULLINGAR CO. WESTMEATH,WESTMEATH,WESTMEATH,N91F652,53.4828989,-7.3262582
ST. COLMCILLE'S N.S.,CHURCH AVENUE TEMPLEMORE CO. TIPPERARY,TIPPERARY,TIPPERARY,E41CR60,52.7946588,-7.8328182
ST COLMCILLES PRIMARY SCHOOL,LOUGHLINSTOWN DRIVE DUN LAOGHAIRE CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A96X0D1,53.2471029,-6.1269705
ST COLUMBANUS NATIONAL SCHOOL,WHITECHURCH DUBLIN 16,DUBLIN,DUBLIN 16,D16CH92,53.2470939,-6.127233
ST COLUMBA'S COLLEGE,STRANORLAR CO. DONEGAL,DONEGAL,DONEGAL,F93KN62,54.8040645,-7.7752411
ST COLUMBA'S COMPREHENSIVE SCHOOL,IONA ROAD GLASNEVIN DUBLIN 9,DUBLIN,DUBLIN 9,D09YX46,53.3667595,-6.263518
ST COLUMBAS CON G & I,CLOONAGH DRING CO. LONGFORD,LONGFORD,LONGFORD,N39XD90,53.8397097,-7.5197168
ST COLUMBAS MXD N S,BALLYTURN GORT CO GALWAY,GALWAY,GALWAY,H91W8Y8,53.2948304,-9.0129502
ST COLUMBA'S NATIONAL SCHOOL,DUBLIN ROAD TULLOW CO. CARLOW,CARLOW,CARLOW,R93R266,52.835854,-6.9324744
ST COLUMBAS N S,WITH FACILITY FOR DEAF CHILDREN DOUGLAS WEST CO. CORK,CORK,CORK,T12WK3D,51.8735384,-8.4448057
ST COLUMBAS N.S,BALLYVAUM INISHTURK CO. MAYO,MAYO,MAYO,H91YNP3,53.6988831,-10.0967439
ST COLUMBAS N.S.,WATERLOO AVENUE NORTH STRAND DUBLIN 3,DUBLIN,DUBLIN 3,D03NH34,53.3586969,-6.2422203
ST COLUMBAS N S MXD,CONVENT ROAD ROSCOMMON,ROSCOMMON,ROSCOMMON,F42YH60,53.6280148,-8.1966849
ST CÓMAN'S WOOD PRIMARY SCHOOL,TULLYVARRAGA SHANNON CO. CLARE,CLARE,CLARE,V14X272,53.6277461,-8.1965326
ST CONALS,NEWBRIDGE CO. KILDARE,KILDARE,KILDARE,W12VN26,53.2120434,-6.8194708
ST CONLETHS AND MARYS N S,28 CLYDE ROAD BALLSBRIDGE DUBLIN 4,DUBLIN,DUBLIN 4,D04FT98,53.3279629,-6.240353
ST CONLETHS COLLEGE,STATION ROAD NEWBRIDGE CO KILDARE,KILDARE,KILDARE,W12C432,53.1834491,-6.8019119
ST CONLETH'S COMMUNITY COLLEGE,DERRINTURN CARBURY CO. KILDARE,KILDARE,KILDARE,W91KC79,53.1834491,-6.8019119
ST CONLETHS N S,BRACKENSTOWN SWORDS CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K67DP28,53.459094,-6.2364494
ST CRONANS JUNIOR NATIONAL SCHOOL,LUSMAGH BANAGHER BIRR CO. OFFALY,OFFALY,OFFALY,R42KC99,53.1726657,-8.0196366
ST CRONANS MIXED N S,CASTLEBLAKENEY BALLINASLOE CO GALWAY,GALWAY,GALWAY,H53AN80,53.4286972,-8.4731826
ST. CUAN'S COLLEGE,FERBANE CO. OFFALY,OFFALY,OFFALY,R42P803,53.272188,-7.830795
ST. CYNOC'S NATIONAL SCHOOL,QUARRY DRIVE PERRYSTOWN DUBLIN 12,DUBLIN,DUBLIN 12,D12FWV6,53.3498053,-6.2603097
ST DAVADOGS N S,ARTANE DUBLIN 5,DUBLIN,DUBLIN 5,D05W667,53.3810313,-6.2176434
ST. DAVID'S C.B.S.,CO-EDUCATIONAL SCHOOL GREYSTONES CO WICKLOW,WICKLOW,WICKLOW,A63AW90,53.1464675,-6.0614217
ST DAVID'S HOLY FAITH SECONDARY,PIPERS HILL EDUCATION CAMPUS KILCULLEN ROAD NAAS,KILDARE,KILDARE,W91AE26,53.1948213,-6.6734999
ST DAVIDS NS,KILMORE ROAD ARTANE DUBLIN 5,DUBLIN,DUBLIN 5,D05E510,53.3856584,-6.217296
ST DAVIDS N S,NEPHIN ROAD CABRA DUBLIN 7,DUBLIN,DUBLIN 7,D07NN63,53.3668383,-6.3030689
ST DECLAN'S COLLEGE,KILMACTHOMAS CO WATERFORD,WATERFORD,WATERFORD,X42W702,52.2047906,-7.4212632
ST DECLAN'S COMMUNITY COLLEGE,35 NORTHUMBERLAND ROAD BALLSBRIDGE DUBLIN 4,DUBLIN,DUBLIN 4,D04FD21,53.3352686,-6.2380348
ST DECLANS SPECIAL SCH,CABRA DUBLIN 7,DUBLIN,DUBLIN 7,D07NX47,53.3498053,-6.2603097
ST DOMINICS COLLEGE,BALLYFERMOT DUBLIN 10,DUBLIN,DUBLIN 10,D10RD29,53.3714992,-6.3075221
ST DOMINIC'S NATIONAL SCHOOL,KILDALKEY NAVAN CO. MEATH,MEATH,MEATH,C15YN67,53.571801,-6.9051394
ST. DYMPNA'S NATIONAL SCHOOL,TEDAVNET CO. MONAGHAN,MONAGHAN,MONAGHAN,H18FK12,54.2979578,-7.0160555
ST DYMPNAS NS,CONVENT HILL BALLINA,MAYO,MAYO,F26Y194,54.1175398,-9.166691
ST DYMPNAS SPEC SCHOOL,CLONE ROAD FERNS ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21KF25,52.5844683,-6.493965
ST EDANS N S,BALLYTIVNAN SLIGO,SLIGO,SLIGO,F91DX64,54.2805952,-8.4666313
ST EDWARDS N S,EDENMORE RAHENY DUBLIN 5,DUBLIN,DUBLIN 5,D05NH04,53.3498053,-6.2603097
ST EITHNES SENIOR GIRLS NS,ST EMERS TEMPLEMICHAEL CO LONGFORD,LONGFORD,LONGFORD,N39ND29,53.7276296,-7.7932573
ST EMER'S NATIONAL SCHOOL,KILNADUR DUNMANWAY CO. CORK,CORK,CORK,P47FV44,51.7817275,-9.0916132
ST ENDAS NS,WHITEFRIAR STREET DUBLIN 8,DUBLIN,DUBLIN 8,D08FW29,53.3403938,-6.2665929
STEPASIDE EDUCATE TOGETHER NATIONAL SCHOOL,BALLYOGAN ROAD LEOPARDSTOWN DUBLIN 18,DUBLIN,DUBLIN 18,D18VEA0,53.2602635,-6.2166299
STEPASIDE EDUCATE TOGETHER SECONDARY SCHOOL,STEPPING STONES SPECIAL SCHOOL MOYGLARE ROAD MAYNOOTH CO. KILDARE,KILDARE,KILDARE,,53.1589342,-6.9095683
STEPPING STONES SPECIAL SCHOOL,MULLINGAR ROAD KINNEGAD CO. WESTMEATH,WESTMEATH,WESTMEATH,N91CV96,53.4565947,-7.1029895
ST ETCHENS NATIONAL SCHOOL,LETTERKENNY CO DONEGAL,DONEGAL,DONEGAL,F92RR71,54.6548993,-8.1040967
ST EUNAN'S COLLEGE,ROSSE COURT AVE LUCAN LUCAN,DUBLIN,DUBLIN 20,K78K8W7,53.3498053,-6.2603097
ST FACHNAN & ST ATTRACTAS N S,PROSPEROUS CO. KILDARE,KILDARE,KILDARE,W91W520,53.2120434,-6.8194708
ST FARNAN'S POST PRIMARY SCHOOL,ABBEY LOUGHREA CO GALWAY,GALWAY,GALWAY,H62FY64,53.274001,-9.0512662
ST FEICHINS N SCHOOL,FORE CASTLEPOLLARD CO. WESTMEATH,WESTMEATH,WESTMEATH,N91D958,53.6814051,-7.2285972
ST FERGAL'S COLLEGE,BALLYWALTRIM BRAY CO. WICKLOW,WICKLOW,WICKLOW,A98A521,53.1868895,-6.1249294
ST FERGAL'S NATIONAL SCHOOL,SOUTH MALL GLIN CO. LIMERICK,LIMERICK,LIMERICK,V94PT68,52.5672238,-9.2826423
ST FERGUS PRIMARY SCHOOL,ST. FIACHRAS SNS MONTROSE PARK BEAUMONT DUBLIN 5,DUBLIN,DUBLIN 5,D05K3C3,53.3498053,-6.2603097
ST FIACHRAS SEN N S,SPUNKANE WATERVILLE CO. KERRY,KERRY,KERRY,V23AX51,52.1544607,-9.5668632
ST FINIANS,LONGFORD ROAD BALLYGLASS MULLINGAR CO WESTMEATH,WESTMEATH,WESTMEATH,N91H593,53.5397016,-7.3551727
ST FINIAN'S COLLEGE,CASTLEFARM SWORDS CO DUBLIN,DUBLIN,DUBLIN COUNTY,K67YN93,53.4647598,-6.2242766
ST FINIANS COMMUNITY COLLEGE,DUBLIN ROAD SUTTON DUBLIN 13,DUBLIN,DUBLIN 13,D13HN59,53.4647598,-6.2242766
ST. FINTAN'S HIGH SCHOOL,CARRICKBRACK ROAD SUTTON DUBLIN 13,DUBLIN,DUBLIN 13,D13X528,53.3892125,-6.1179354
ST FINTANS NS,NEW LINE ROAD MOUNTRATH CO. LAOIS,LAOIS,LAOIS,R32ET78,52.9986313,-7.4786752
ST FLANNAN'S COLLEGE,ROCHESTOWN CO CORK,CORK,CORK,T12TK82,51.8985143,-8.4756035
ST FRANCIS CAPUCHIN COLLEGE,CLONSHAUGH DRIVE PRIORSWOOD DUBLIN 17,DUBLIN,DUBLIN 17,D17KH30,53.3498053,-6.2603097
ST FRANCIS JUNIOR NATIONAL SCHOOL,GARRYSHANE DONOHILL CO TIPPERARY,TIPPERARY,TIPPERARY,E34RK71,52.5397053,-8.1404428
ST FRANCIS NATIONAL SCHOOL,CLONMANEY LIFFORD CO. DONEGAL,DONEGAL,DONEGAL,F93R621,54.6844252,-8.03276
ST FRANCIS' NATIONAL SCHOOL,ROCK ROAD BLACKROCK DUNDALK,LOUTH,LOUTH,A91NH0V,53.9644988,-6.3788257
ST. FRANCIS NATIONAL SCHOOL,MULLANALAMPHRY BARNESMORE CO. DONEGAL,DONEGAL,DONEGAL,F94WF78,54.6844252,-8.03276
ST FRANCIS NS,CHURCH LANE NEWCASTLE GREYSTONES,WICKLOW,WICKLOW,A63YX22,53.0731962,-6.0751724
ST FRANCIS N S,BELMAYNE AVENUE BALGRIFFIN DUBLIN 13,DUBLIN,DUBLIN 13,D13P5VY,53.4040731,-6.2042996
ST. FRANCIS OF ASSISI NATIONAL SCHOOL,CLONSHAUGH DRIVE PRIORSWOOD,DUBLIN 17,DUBLIN,DUBLIN 17,53.4053919,-6.17034
ST FRANCIS SPECIAL SCH,BORRIS ROAD PORTLAOISE CO LAOIS,LAOIS,LAOIS,R32DN24,52.994295,-7.3323007
ST FRANCIS S S,ROSELAWN ROAD CASTLEKNOCK DUBLIN 15,DUBLIN,DUBLIN 15,D15CX84,53.3833773,-6.383233
ST FRANCIS XAVIER J N S,ROSELAWN CASTLEKNOCK DUBLIN 15,DUBLIN,DUBLIN 15,D15WY02,53.382631,-6.3832419
ST FRANCIS XAVIER SENIOR N S,BALLYFERMOT ROAD BALLYFERMOT DUBLIN 10,DUBLIN,DUBLIN 10,D10KD76,53.3834287,-6.3831862
