"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Gender","Pupil_Att","Irish_Lan","Fee","Ethos","F_13_14","M_13_14","xcoord","ycoord","Long","Lat"
1,"60010P","Loreto Secondary School","Balbriggan","Co Dublin","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",1,0,320163,264003,320163,264003
2,"60021U","St Marys Secondary School","Baldoyle","Dublin 13","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",291,0,324596,240138,324596,240138
3,"60030V","Blackrock College","Rock Road","Blackrock","Co. Dublin","","Dublin","Boys","Mixed","No subjects taught through Irish","Y","CATHOLIC",0,999,320690,229652,320690,229652
4,"60040B","Willow Park School","Rock Road","Blackrock","Co Dublin","","Dublin","Boys","Mixed","No subjects taught through Irish","Y","CATHOLIC",0,206,320348,229910,320348,229910
5,"60041D","Coláiste Eoin","Baile an Bhóthair","Bóthair Stigh Lorgan","Co Atha Cliath","","Dublin","Boys","Day","All pupils taught all subjects through Irish","N","CATHOLIC",0,491,319719,229513,319719,229513
6,"60042F","Coláiste Íosagáin","Bóthar Stigh Lorgan","Baile an Bhóthair","Co Átha Cliath","","Dublin","Girls","Day","All pupils taught all subjects through Irish","N","CATHOLIC",494,0,319777,229489,319777,229489
7,"60050E","Oatlands College","Mount Merrion","Co Dublin","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,538,319911,228389,319911,228389
8,"60070K","Dominican College","Sion Hill","Blackrock","Co Dublin","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",391,0,320739,229424,320739,229424
9,"60081P","Rockford Manor Secondary School","Stradbrook Rd","Blackrock","Co Dublin","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",319,0,322559,227852,322559,227852
10,"60090Q","Rathdown School","Upper Glenageary Road","Glenageary","Co. Dublin","","Dublin","Girls","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",315,0,324802,226730,324802,226730
11,"60092U","Clonkeen College","Clonkeen Road","Blackrock","Co Dublin","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,526,322986,225944,322986,225944
12,"60100Q","Castleknock College","Castleknock","Dublin 15","","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,590,308641,236572,308641,236572
13,"60120W","Mount Sackville Secondary School","Chapelizod","Dublin 20","","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",617,0,309430,235635,309430,235635
14,"60121B","Moyle Park College","Clondalkin","Dublin 22","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,664,306848,231173,306848,231173
15,"60122D","Coláiste Bríde","New Road","Clondalkin","Dublin 22","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",949,0,307409,230942,307409,230942
16,"60130C","Loreto Abbey Secondary School","Dalkey","Co Dublin","","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",621,0,326794,227123,326794,227123
17,"60140F","Mount Anville Secondary School","Mount Anville Rd","Dublin 14","","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",616,0,318567,228444,318567,228444
18,"60160L","Notre Dame Secondary School","Upper Churchtown Road","Dublin 14","","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",181,0,316647,228439,316647,228439
19,"60180R","Christian Brothers College","Monkstown Park","Dun Laoghaire","Co Dublin","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,458,323548,228179,323548,228179
20,"60240J","Loreto College Foxrock","Foxrock","Dublin 18","","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",642,0,321678,226241,321678,226241
21,"60250M","Holy Child Secondary School","Military Road","Killiney","Co. Dublin","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",360,0,325876,224129,325876,224129
22,"60260P","St Joseph Of Cluny Secondary School","Bellevue Park","Ballinclea Rd","Killiney","Co Dublin","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",402,0,325235,226099,325235,226099
23,"60261R","St Benildus College","Upper Kilmacud Rd","Stillorgan","Blackrock","Co Dublin","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,764,318673,227484,318673,227484
24,"60262T","St Laurence College","Loughlinstown","Dublin 18","","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",170,183,324304,223875,324304,223875
25,"60263V","St Josephs College","Lucan","Co Dublin","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",888,0,303891,235313,303891,235313
26,"60264A","Coláiste Phádraig CBS","Roselawn","Lucan","Co Dublin","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,725,304405,235195,304405,235195
27,"60272W","The Kings Hospital","Palmerstown","Dublin 20","","","Dublin","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",310,386,307510,235478,307510,235478
28,"60290B","St Pauls College","Sybil Hill","Raheny","Dublin 5","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,579,320299,237379,320299,237379
29,"60291D","Árdscoil La Salle","Raheny Road","Raheny","Dublin 5","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",100,172,321823,239181,321823,239181
30,"60300B","Manor House School","Watermill Road","Raheny","Dublin 5","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",808,0,321628,238015,321628,238015
31,"60310E","Da La Salle College","Upper Churchtown Road","Churchtown","Dublin 14","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,390,315838,228757,315838,228757
32,"60320H","St Columba's College","Whitechurch","Dublin 16","","","Dublin","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",134,160,315549,225384,315549,225384
33,"60321J","Rockbrook Park School","Edmondstown Road","Rathfarnham","Dublin 16","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,150,313444,224883,313444,224883
34,"60340N","Loreto High School","Beaufort","Grange Rd","Rathfarnham","Dublin 14","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",626,0,314491,228248,314491,228248
35,"60341P","Sancta Maria College","Ballyroan Crescent","Rathfarnham","Dublin 16","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",482,0,313168,227361,313168,227361
36,"60342R","Colaiste Eanna","Ballyroan","Dublin16","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,599,313496,227543,313496,227543
37,"60343T","St Joseph's Secondary School","Convent Lane","Rush","Co. Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",251,416,326674,253891,326674,253891
38,"60361V","St Raphaela's Secondary School","Upper Kilmacud Road","Stillorgan","Co Dublin","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",503,0,319747,227340,319747,227340
39,"60370W","St. Fintan's High School","Dublin Road","Sutton","Dublin 13","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,663,325264,239295,325264,239295
40,"60380C","Santa Sabina Dominican College","Greenfield Road","Sutton","Dublin 13","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",617,0,326427,239097,326427,239097
41,"60381E","Sutton Park School","St Fintans Road","Sutton","Dublin 13","","Dublin","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",141,156,326900,237995,326900,237995
42,"60383I","Coláiste Choilm","Dublin Road","Swords","Co Dublin","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,553,317932,246158,317932,246158
43,"60390F","St Josephs C.B.S.","Merville Ave","Fairview","Dublin 3","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",0,300,317653,236382,317653,236382
44,"60400F","St Vincents C.B.S. Glasnevin","Glasnevin","Dublin 11","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,401,314874,236702,314874,236702
45,"60410I","C.B.S. James Street","James's Street","Dublin 8","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,189,313985,233574,313985,233574
46,"60420L","Árdscoil Rís","Griffith Avenue","Dublin 9","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,527,317993,236887,317993,236887
47,"60430O","St Pauls C.B.S.","Christian Brothers","Nth Brunswick Street","Dublin 7","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,246,314873,234735,314873,234735
48,"60440R","O'Connell School","North Richmond Street","Dublin 1","","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",24,253,316510,235626,316510,235626
49,"60450U","Coláiste Mhuire","Bothar Rath Tó","Baile Atha Cliath 7","","","Dublin","Mixed","Day","All pupils taught all subjects through Irish","N","CATHOLIC",101,127,313224,236217,313224,236217
50,"60470D","Christian Brothers, Synge St.","Synge St.,","Dublin 8.","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,233,315417,232844,315417,232844
51,"60471F","St. David's C.B.S.","Malahide Road","Artane","Dublin 5","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,489,318654,238217,318654,238217
52,"60480G","Meanscoil Iognáid Rís","Long Mile Road","Walkinstown","Dublin 12","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,683,311078,231707,311078,231707
53,"60481I","St. Aidan's C.B.S.","Collins Avenue Ext","Whitehall","Dublin 9","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,676,316351,238530,316351,238530
54,"60490J","C.B.S. Westland Row","Westland Row","Dublin 2","","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",48,75,316667,233911,316667,233911
55,"60491L","St Declan's College","Nephin Road","Cabra","Dublin 7","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,644,313008,236499,313008,236499
56,"60500J","Marian College","Ballsbridge","Dublin 4","","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",3,449,318178,232872,318178,232872
57,"60510M","St Johns College De La Salle","Le Fanu Rd","Ballyfermot","Dublin 10","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,399,309545,233870,309545,233870
58,"60511O","Beneavin De La Salle College","Beneavin Road","Finglas","Dublin 11","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,486,314043,239016,314043,239016
59,"60520P","Belvedere College S.J","6 Great Denmark Street","Dublin 1","","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,1,315764,235304,315764,235304
60,"60530S","Gonzaga College","Sandford Road","Ranelagh","Dublin 6","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,547,316717,231019,316717,231019
61,"60540V","Catholic University School","89 Lower Leeson Street","Dublin 2","","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,439,316235,233065,316235,233065
62,"60550B","Chanel College","Coolock Village","Malahide Road","Dublin 5","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,568,319544,239017,319544,239017
63,"60560E","St Marys College","Rathmines","Dublin 6","","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,430,315519,232171,315519,232171
64,"60561G","St Michaels College","Ailesbury Road","Dublin 4","","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,594,318887,231431,318887,231431
65,"60562I","Templeogue College","Templeville Road","Dublin 6W","","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,693,312579,229510,312579,229510
66,"60570H","Terenure College","Templeogue Road","Terenure","Dublin 6w","","Dublin","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,686,313553,229543,313553,229543
67,"60571J","Patrician College","Deanstown Ave","Finglas West","Dublin 11","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,183,311968,238396,311968,238396
68,"60581M","St Kevins College","Ballygall Rd East","Finglas","Dublin 11","","Dublin","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,517,314667,238611,314667,238611
69,"60590N","St Conleths College","28 Clyde Road","Ballsbridge","Dublin 4","","Dublin","Mixed","Day","No subjects taught through Irish","Y","CATHOLIC",24,220,317289,232274,317289,232274
70,"60630W","St Kilian's Deutsche Schule","Roebuck Road","Clonskeagh","Dublin 14","","Dublin","Mixed","Day","No subjects taught through Irish","Y","INTER DENOMINATIONAL",147,217,318100,229603,318100,229603
71,"60640C","Sandford Park School Ltd","Sandford Road","Ranelagh","Dublin 6","","Dublin","Mixed","Day","No subjects taught through Irish","Y","CHURCH OF IRELAND",30,211,316649,231616,316649,231616
72,"60650F","St Andrews College","Booterstown Ave","Blackrock","Co Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","Y","CHURCH OF IRELAND",498,495,319933,229851,319933,229851
73,"60660I","St Patricks Cathedral G.S","St Patricks Close","Dublin 8","","","Dublin","Mixed","Day","No subjects taught through Irish","Y","CHURCH OF IRELAND",38,84,315180,233459,315180,233459
74,"60670L","The High School","Zion Road","Rathgar","Dublin 6","","Dublin","Mixed","Day","No subjects taught through Irish","Y","CHURCH OF IRELAND",340,426,315155,229753,315155,229753
75,"60690R","Dominican College","Griffith Ave","Drumcondra","Dublin 9","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",713,0,316568,237420,316568,237420
76,"60700R","Scoil Chaitriona","Bóthar Mobhí","Glasnaíon","Ath Cliath 9","","Dublin","Mixed","Day","All pupils taught all subjects through Irish","N","CATHOLIC",232,190,315700,237430,315700,237430
77,"60710U","Muckross Park College","Donnybrook","Dublin 4","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",712,0,317160,231570,317160,231570
78,"60720A","Saint Dominic's Secondary School","Kylemore Road","Ballyfermot","Dublin 10","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",373,0,310131,233968,310131,233967.99
79,"60731F","St Dominics College","Cabra","Dublin 7","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",875,0,312724,236996,312724,236996
80,"60732H","Caritas College","Drumfinn Road","Dublin 10","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",280,0,309290,234429,309290,234429
81,"60741I","St Michaels Secondary School","Wellmount Road","Finglas","Dublin 11","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",591,0,313050,238767,313050,238767
82,"60750J","Holy Faith Secondary School","1 Belgrove Road","Clontarf","Dublin 3","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",637,0,320053,235931,320053,235931
83,"60770P","St Mary's Secondary School","Holy Faith Convent","Glasnevin","Dublin 11","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",723,0,315003,237588,315003,237588
84,"60791A","St Marys Secondary School","Brookwood Meadow","Killester","Dublin 5","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",390,0,319696,238017,319696,238017
85,"60792C","Presentation College","Warrenmount","Dublin 8","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",278,0,314772,233105,314772,233105
86,"60800V","Loreto College","Crumlin Road","Dublin 12","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",459,0,313464,232347,313464,232347
87,"60810B","Loreto College","Swords","Co Dublin","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",629,0,316593,246327,316593,246327
88,"60820E","Loreto College","53 St Stephens Green","Dublin 2","","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",577,0,316199,233234,316199,233234
89,"60840K","Maryfield College","Glandore Road","Drumcondra","Dublin 9","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",666,0,317504,237626,317504,237626
90,"60841M","Rosary College","Armagh Road","Crumlin","Dublin 12","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",80,93,312842,231133,312842,231133
91,"60843Q","St Josephs Secondary School","Stanhope St","Dublin 7","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",228,0,314465,234954,314465,234954
92,"60851P","Assumption Secondary School","Walkinstown","Dublin 12","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",338,0,311223,231490,311223,231490
93,"60852R","Mater Christi","Cappagh","Finglas","Dublin 11","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",202,0,311628,239281,311628,239281
94,"60853T","Mount Carmel Secondary School","Kings Inn Street","Dublin 1","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",323,0,315360,234905,315360,234905
95,"60860Q","Our Ladys School","Templeogue Rd","Terenure","Dublin 6W","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",762,0,313640,229094,313640,229094
96,"60870T","Our Lady Of Mercy College","Beaumont","Dublin 9","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",375,0,317768,238830,317768,238830
97,"60871V","Mercy College Coolock","St Brendans Drive","Coolock","Dublin 5","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",422,0,319926,238807,319926,238807
98,"60872A","Mercy Secondary School","Goldenbridge","Inchicore","Dublin 8","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",174,0,311826,233123,311826,233123
99,"60890C","St Louis High School","Charleville Road","Rathmines","Dublin 6","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",656,0,315305,231494,315305,231494
100,"60891E","Jesus and Mary College","Our Lady's Grove","Goatstown Road","Dublin 14","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",364,0,317717,229251,317717,229251
101,"60892G","The Teresian School","12 Stillorgan Road","Donnybrook","Dublin 4","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",188,0,318151,230845,318151,230845
102,"60902G","St Pauls Secondary School","Greenhills","Dublin 12","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",601,0,311237,229889,311237,229889
103,"60910F","Alexandra College","Milltown","Dublin 6","","","Dublin","Girls","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",443,0,316694,230314,316694,230314
104,"60930L","Rosemont School","Enniskerry Road","Sandyford","Dublin 18","","Dublin","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",97,0,321691,229069,321691,229069
105,"60990G","Ardscoíl Éanna (Meanscoil Chroimghlinne)","314/318 Crumlin Road","Crumlin","Dublin 12","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",54,83,312454,232064,312454,232064
106,"60991I","Our Lady Of Mercy Secondary School","Mourne Road","Drimnagh","Dublin 12","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",140,142,312027,232480,312027,232480
107,"61010U","Wesley College","Ballinteer","Dublin 16","","","Dublin","Mixed","Mixed","No subjects taught through Irish","Y","METHODIST",415,468,317352,226585,317352,226585
108,"61020A","Stratford College","1 Zion Road","Rathgar","Dublin 6","","Dublin","Mixed","Day","No subjects taught through Irish","Y","JEWISH",48,49,315075,230186,315075,230186
109,"61051L","St Clare's College","Ballyjamesduff","Co. Cavan","","","Cavan","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",287,261,252857,290962,252857,290962
110,"61060M","St Patrick's College","Cavan","Co. Cavan","","","Cavan","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,561,242447,306764,242447,306764
111,"61070P","Loreto College","Cavan","Co. Cavan","","","Cavan","Girls","Day","No subjects taught through Irish","N","CATHOLIC",730,0,241108,307231,241108,307231
112,"61080S","Royal School Cavan","College Street","Cavan","Co. Cavan","","Cavan","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",107,136,241925,304089,241925,304089
113,"61120E","St Mary's Academy CBS","Station Rd","Carlow","","","Carlow","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,565,272595,177200,272595,177200
114,"61130H","St Mary's Knockbeg College","Knockbeg","Co. Carlow","","","Carlow","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,365,271585,180064,271585,180064
115,"61140K","St. Leo's College","Dublin Road","Carlow","","","Carlow","Girls","Day","No subjects taught through Irish","N","CATHOLIC",911,0,272326,177067,272326,177067
116,"61141M","Presentation College","Askea","Carlow","Co. Carlow","","Carlow","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",328,297,273594,176749,273594,176749
117,"61150N","Presentation / De La Salle College","Royal Oak Road","Muine Bheag","Co. Carlow","","Carlow","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",233,237,269672,161542,269672,161542
118,"61220I","St. Joseph's Secondary School","Doon Road","Ballybunion","Co. Kerry","","Kerry","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",129,110,86318,141921,86318,141921
119,"61250R","Meanscoil Phadraig Naofa","Castleisland","Co Kerry","","","Kerry","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,148,100440,110147,100440,110147
120,"61260U","Mean Scoil Naomh Ioseph","Clochar na Toirbhirte","Castleisland","Co Kerry","","Kerry","Girls","Day","No subjects taught through Irish","N","CATHOLIC",167,0,100168,109698,100168,109698
121,"61301I","Coláiste Íde","Baile an Ghóilín","Daingean Uí Chúis","Co Chiarraí","","Kerry","Girls","Boarding","All pupils taught all subjects through Irish","N","CATHOLIC",130,0,42184,99699,42184,99699
122,"61320M","Coláiste Bhréanainn","Cill Airne","Co Chiarraí","","","Kerry","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",2,529,96060,90927,96060,90927
123,"61340S","St. Brigid's Secondary School","New Street","Killarney","Co. Kerry","","Kerry","Girls","Day","No subjects taught through Irish","N","CATHOLIC",458,0,96060,90651,96060,90651
124,"61360B","The Intermediate School","Iveragh Road","Killorglin","Co. Kerry","","Kerry","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",342,333,77053,96484,77053,96484
125,"61370E","St. Michael's College","Listowel","Co. Kerry","","","Kerry","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,190,99675,133868,99675,133868
126,"61380H","Presentation Secondary School","Listowel","Co Kerry","","","Kerry","Girls","Day","No subjects taught through Irish","N","CATHOLIC",328,0,98492,133856,98492,133856
127,"61410N","Presentation Secondary School","Miltown","Killarney","Co Kerry","","Kerry","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",316,246,82724,100496,82724,100496
128,"61440W","C.B.S. Secondary School","The Green","Tralee","Co. Kerry","","Kerry","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,602,83585,113835,83585,113835
129,"61450C","Presentation Secondary School","Tralee","Co Kerry","","","Kerry","Girls","Day","No subjects taught through Irish","N","CATHOLIC",671,0,83904,114247,83904,114247
130,"61510R","Coláiste Éamann Rís","Callan","Co Kilkenny","","","Kilkenny","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,222,241702,144382,241702,144382
131,"61520U","St. Brigid's College","Callan","Co. Kilkenny","","","Kilkenny","Girls","Day","No subjects taught through Irish","N","CATHOLIC",291,0,241547,144255,241547,144255
132,"61550G","Meánscoil na mBráithre Criostaí","Sráid Shéamais","Cill Channaigh","","","Kilkenny","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,663,250341,155985,250341,155985
133,"61560J","St Kieran's College","Secondary School","College Rd","Kilkenny","","Kilkenny","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,711,250443,155300,250443,155300
134,"61570M","Kilkenny College","Castlecomer Road","Kilkenny","","","Kilkenny","Mixed","Mixed","No subjects taught through Irish","N","CHURCH OF IRELAND",355,433,250947,157628,250947,157628
135,"61580P","Loreto Secondary School","Granges Road","Kilkenny","","","Kilkenny","Girls","Day","No subjects taught through Irish","N","CATHOLIC",846,0,250062,156627,250062,156627
136,"61590S","Presentation Secondary School","Loughboy","Kilkenny","","","Kilkenny","Girls","Day","No subjects taught through Irish","N","CATHOLIC",665,0,250996,154424,250996,154424
137,"61661P","Salesian College","Celbridge","Co. Kildare","","","Kildare","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,691,296496,235165,296496,235165
138,"61680T","Newbridge College","Newbridge","Co. Kildare","","","Kildare","Mixed","Day","No subjects taught through Irish","Y","CATHOLIC",411,448,280705,215994,280705,215994
139,"61681V","Patrician Secondary School","Newbridge","Co Kildare","","","Kildare","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,840,280777,215534,280777,215534
140,"61682A","Holy Family Secondary School","Newbridge","Co. Kildare","","","Kildare","Girls","Day","No subjects taught through Irish","N","CATHOLIC",757,0,280941,215412,280941,215412
141,"61690W","Cross And Passion College","Kilcullen","Co Kildare","","","Kildare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",348,344,283930,209528,283930,209528
142,"61691B","Scoil Dara","Church St","Kilcock","Co Kildare","","Kildare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",398,416,288494,240004,288494,240004
143,"61702D","St Pauls Secondary School","Monasterevin","Co Kildare","","","Kildare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",153,148,262499,210618,262499,210618
144,"61710C","Meánscoil Iognáid Ris","Naas","Co Kildare","","","Kildare","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,920,289438,219178,289438,219178
145,"61720F","Clongowes Wood College","Clane","Co Kildare","","","Kildare","Boys","Boarding","No subjects taught through Irish","Y","CATHOLIC",0,441,287719,229723,287719,229723
146,"61730I","Coláiste Naomh Mhuire","Convent Of Mercy","Sallins Rd.","Naas","Co Kildare","Kildare","Girls","Day","No subjects taught through Irish","N","CATHOLIC",920,0,289282,219638,289282,219638
147,"61770U","Arklow CBS","Coolgreaney Road","Arklow","Co Wicklow","","Wicklow","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,342,323729,173373,323729,173373
148,"61780A","St Marys College","St Mary's Rd","Arklow","Co Wicklow","","Wicklow","Girls","Day","No subjects taught through Irish","N","CATHOLIC",545,0,324338,173321,324338,173321
149,"61790D","St Brendan's College","Woodbrook","Bray","Co Wicklow","","Wicklow","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,302,325562,220007,325562,220007
150,"61800D","Presentation College","Putland Road","Bray","Co. Wicklow","","Wicklow","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,635,326892,217366,326892,217366
151,"61811I","St Gerard's School","Thornhill Road","Bray","","","Wicklow","Mixed","Day","No subjects taught through Irish","Y","CATHOLIC",201,314,324651,218571,324651,218571
152,"61820J","Loreto Secondary School","Vevay Rd","Bray","Co Wicklow","","Wicklow","Girls","Day","No subjects taught through Irish","N","CATHOLIC",848,0,326592,217911,326592,217911
153,"61830M","St David's Holy Faith Secondary","Co-Educational School","Greystones","Co Wicklow","","Wicklow","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",196,372,329757,212386,329757,212386
154,"61860V","Dominican College","Wicklow","Co. Wicklow","","","Wicklow","Girls","Day","No subjects taught through Irish","N","CATHOLIC",435,0,331738,193640,331738,193640
155,"61910K","Rice College","New Road","Ennis","Co Clare","","Clare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",255,381,134054,177843,134054,177843
156,"61920N","St Flannan's College","Ennis","Co Clare","","","Clare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",385,793,133737,176317,133737,176317
157,"61930Q","Coláiste Mhuire","College Road","Ennis","Co Clare","","Clare","Girls","Day","No subjects taught through Irish","N","CATHOLIC",807,0,133653,177756,133653,177756
158,"61940T","Meánscoil Na mBráithre","Ennistymon","Co. Clare","","","Clare","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,177,113365,188628,113365,188628
159,"61950W","Scoil Mhuire","Ennistymon","Co Clare","","","Clare","Girls","Day","No subjects taught through Irish","N","CATHOLIC",279,0,112737,188313,112737,188313
160,"62000W","Mary Immaculate Secondary School","Lisdoonvarna","Co Clare","","","Clare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",150,128,113459,198511,113459,198511
