"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Gender","Pupil_Att","Irish_Lan","Fee","Ethos","F_13_14","M_13_14","xcoord","ycoord","Long","Lat"
467,"71020G","Davis College","Summerhill","Mallow","Co Cork","","Cork","Mixed","Day","Some pupils taught some subjects through Irish","N","INTER DENOMINATIONAL",568,547,156119,97155,156119,97155
468,"71030J","McEgan College","Macroom","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",164,128,133871,72910,133871,72910
469,"71040M","St Fanahan's College","Mitchelstown","Mallow","Co.Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",131,144,182135,112556,182135,112556
470,"71050P","St Colman's Community College","Youghal Road","Midleton","Co Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",214,504,188525,73077,188525,73077
471,"71080B","Mannix College","Charleville","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",29,33,153668,122127,153668,122127
472,"71090E","Rossa College","Skibbereen","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",111,145,112704,34076,112704,34076
473,"71101G","St Aidan's Community College","Ballincolly","Dublin Hill","Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",234,384,168226,74375,168226,74375
474,"71102I","Schull Community College","Colla Road","Schull","Co Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",204,235,92706,31034,92706,31034
475,"71103K","Coláiste Choilm","Ballincollig","Co. Cork","","","Cork","Mixed","Day","Some pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",707,686,160095,70928,160095,70928
476,"71110H","Nagle Community College","Mahon","Blackrock","Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",49,130,172306,71028,172306,71028
477,"71120K","Cork College Of Commerce","Morrison's Island","Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",1,653,167735,71539,167735,71539
478,"71121M","St John's Central College","Sawmill Street","Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",553,597,167862.98,71305.81,167862.98,71305.81
479,"71122O","Colaiste Stiofán Naofa","Tramore Road","Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",340,565,166908,69523,166908,69523
480,"71123Q","Terence Mac Swiney Community College","Hollyhill","Knocknaheeny","Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",131,137,165368,72498,165368,72498
481,"71124S","Coláiste Daibhéid","An t-Ardán Theas","Corcaigh","","","Cork","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",113,107,167841,71390,167841,71390
482,"71140Q","Crana College","Crana Road","Buncrana","Co. Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",270,263,234638,432109,234638,432109
483,"71150T","Coláiste na Carraige","Carrick","Co. Donegal","","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",111,127,159185,378760,159185,378760
484,"71180F","Abbey Vocational School","The Glebe","Donegal Town","Co.Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",388,372,192785,377831,192785,377831
485,"71200I","Errigal College","Windyhall","Letterkenny","","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",162,175,217111,412877,217111,412877
486,"71220O","Mulroy College","Milford","Letterkenny","Co Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",148,175,218929,427306,218929,427306
487,"71230R","Deele College","Raphoe","Lifford","Co Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",251,268,225513,402980,225513,402980
488,"71240U","Finn Valley College","Main Street","Stranorlar","Lifford","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",121,180,214527,394944,214527,394944
489,"71241W","St. Catherine's Vocational School","Donegal Road","Killybegs","Co. Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",168,159,171808,376873,171808,376873
490,"71242B","Gairm Scoil Chú Uladh","Béal an Átha Móir","An Clochan","Leifear","Co Dhun na nGall","Donegal","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",128,118,197142,402008,197142,402008
491,"71244F","Gairmscoil Mhic Diarmada","An Leadhbgarbh","Árainn Mhór","Co Dhún na nGall","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",28,37,168486,415414,168486,415414
492,"71250A","Colaiste Cholmcille","Indreabhán","Co na Gaillimhe","","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",137,142,107226,222437,107226,222437
493,"71270G","Gairmscoil Mhuire","Athenry","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",232,315,150345,228131,150345,228131
494,"71280J","St Brigids Vocational School","Loughrea","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",275,348,162666,216257,162666,216257
495,"71290M","Coláiste an Chreagáin","Mountbellew","Ballinasloe","Co Galway","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",37,36,167899,245741,167899,245741
496,"71300M","Gairmscoil Éinne Oileain Arann","Cill Rónain","Inis Mór","Árainn","Co na Gaillimhe","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",33,33,88160,209618,88160,209618
497,"71310P","Gairm Scoil Chilleáin Naofa","St. Killians Vocational School","Cnoc Breac","New Inn, Ballinasloe","Co Galway","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",64,69,167493,227873,167493,227873
498,"71320S","Coláiste Naomh Feichín","Corr na Mona","Co na Gaillimhe","","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",57,49,103774,252493,103774,252493
499,"71330V","Coláiste na Coiribe","Bothar Thuama","Gaillimh","","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",196,213,130828,226299,130828,226299
500,"71340B","Galway Technical Institute","Father Griffin Road","Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",648,527,129343.36,224606.96,129343.36,224606.96
501,"71370K","Coláiste Ghobnait","Inis Oírr","Oileáin Arann","Cuan na Gaillimhe","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",17,11,97961,202461,97961,202461
502,"71380N","Gairmscoil na bPiarsach","Ros Muc","Co na Gaillimhe","","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",54,44,92870,238618,92870,238618
503,"71390Q","Archbishop McHale College","Dublin Road","Tuam","Co Galway","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",66,137,143966,251475,143966,251475
504,"71400Q","Galway Community College","Wellpark","Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",241,392,131123,226354,131123,226354
505,"71410T","Athlone Community College","Retreat Road","Athlone","Co Westmeath","","Westmeath","Mixed","Day","Some pupils taught some subjects through Irish","N","INTER DENOMINATIONAL",389,531,205401,241559,205401,241559
506,"71420W","Castlepollard Community College","Castlepollard","Mullingar","Co Westmeath","","Westmeath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",118,90,245974,269633,245974,269633
507,"71430C","Columba College","Killucan","Co Westmeath","","","Westmeath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",92,102,257105,252159,257105,252159
508,"71450I","Mullingar Community College","Millmount Road","Mullingar","Co. Westmeath","","Westmeath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",207,237,244187,252875,244187,252875
509,"71470O","Clonaslee Vocational School","Clonaslee","Co. Laois","","","Laois","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",124,137,232608,210613,232608,210613
510,"71510A","Portlaoise College","Mountrath Road","Portlaoise","Co. Laois","","Laois","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",379,296,246118,198506,246118,198506
511,"71520D","St Fergal's College","Rathdowney","Co Laois","","","Laois","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",134,151,228539,178209,228539,178209
512,"71540J","Carrigallen Vocational School","Carrigallen","Co Leitrim","","","Leitrim","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",126,148,223156,303432,223156,303432
513,"71560P","Lough Allen College","Drumkeerin","Co Leitrim","","","Leitrim","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",79,101,191095,324481,191095,324481
514,"71570S","Vocational School","Drumshanbo","Co Leitrim","","","Leitrim","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",188,196,197009,311032,197009,311032
515,"71600B","Coláiste Abbain","Adamstown","Enniscorthy","Co Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",82,69,287285,127555,287285,127555
516,"71610E","Bridgetown Vocational College","Bridgetown","Co Wexford","","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",289,328,299141,109470,299141,109470
517,"71620H","Vocational College Bunclody","Bunclody","Enniscorthy","Co Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",109,121,291302,156578,291302,156578
518,"71630K","Vocational College","Enniscorthy","Co Wexford","","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",387,391,296108,140702,296108,140702
519,"71650Q","Coláiste an Átha","Kilmuckridge","Co. Wexford","","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",134,179,316428,141366,316428,141366
520,"71660T","New Ross Vocational College","New Ross","Co Wexford","","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",109,127,272700,127093,272700,127093
521,"71680C","Wexford Vocational College","Westgate","Wexford","Co Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",257,203,304510,122136,304510,122136
522,"71690F","Ballymahon Vocational School","Ballymahon","Co Longford","","","Longford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",145,210,215166,257615,215166,257615
523,"71700F","Colaiste Mhuire","Askeaton","Co Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",237,216,134353,150229,134353,150229
524,"71710I","Ardscoil Phadraig","Granard","Co Longford","","","Longford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",119,120,232699,280896,232699,280896
525,"71720L","Lanesboro Community College","Lanesboro","Co Longford","","","Longford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",74,120,201154,268810,201154,268810
526,"71730O","Templemichael College","Templemichael","Longford","","","Longford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",209,159,214156,275792,214156,275792
527,"71750U","Bush Post Primary School","Riverstown","Dundalk","Co Louth","","Louth","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",272,297,318809,306998,318809,306998
528,"71760A","Drogheda Inst. of Further Education","The Twenties","Drogheda","Co. Louth","","Louth","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",474,316,308372.45,276796.78,308372.45,276796.78
529,"71761C","St Oliver's Community College","Rathmullen Road","Drogheda","Co. Louth","","Louth","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",588,668,307090,274988,307090,274988
530,"71770D","Ó Fiaich College","Dublin Road","Dundalk","Co. Louth","","Louth","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",419,439,305505,305301,305505,305301
531,"71780G","Scoil Ui Mhuiri","Barn Road","Dunleer","Co. Louth","","Louth","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",254,382,306527,287528,306527,287528
532,"71790J","Desmond College","Station Road","Newcastle West","Co. Limerick","","Limerick","Mixed","Day","Some pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",231,298,128528,134279,128528,134279
533,"71840V","Colaiste Chiarain","Croom","Co. Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",466,405,151556,141233,151556,141233
534,"71850B","Hazelwood College","Dromcollogher","Co. Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",283,313,138481,121636,138481,121636
535,"71920T","St Nessan's Community College","Moylish Park","Moylish","Limerick","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",149,196,156149,158732,156149,158732
536,"71930W","Limerick College of Further Education","Limerick Senior College","Mulgrave Street","Limerick","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",739,470,158356.02,156647.44,158356.02,156647.44
537,"71950F","St Peter's College","Dunboyne","Co. Meath","","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",769,718,301847,241992,301847,241992
538,"71960I","Community College Dunshaughlin","Dunshaughlin","Co Meath","","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",396,577,296304,252512,296304,252512
539,"71970L","St. Fintinas Post Primary School","Longwood","Enfield","Co Meath","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",113,130,271645,245506,271645,245506
540,"71980O","O'Carolan College","Nobber","Co Meath","","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",234,348,282911,286029,282911,286029
541,"71990R","St Oliver Post Primary","Oldcastle","Co. Meath","","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",255,286,255219,280624,255219,280624
542,"71991T","Coláiste Pobail Rath Cairn","Ráth Cairn","Athboy","Co Meath","","Meath","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",72,73,275435,263944,275435,263944
543,"72010I","Beaufort College","Trim Rd","Navan","Co Meath","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",160,384,287119,266797,287119,266797
544,"72020L","Moyne College","Ballina","Co Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",84,102,124982,318816,124982,318816
545,"72050U","St. Brendan's College","Belmullet","Co. Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",173,180,70947,331355,70947,331355
546,"72100J","St. Tiernan's College","Crossmolina","Ballina","Co Mayo","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",80,110,113991,317208,113991,317208
547,"72130S","St. Patrick's College","Lacken Cross","Killala","Co Mayo","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",109,111,116056,331929,116056,331929
548,"72140V","Colaiste Chomain","Rossport","Ballina","Co Mayo","","Mayo","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",23,49,82652,338973,82652,338973
549,"72160E","Carrowbeg College","Westport","Co Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",137,135,99686,284715,99686,284715
550,"72170H","Ballybay Community College","Ballybay","Co Monaghan","","","Monaghan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",138,144,271866,319980,271866,319980
551,"72171J","Largy College","Analore Rd","Clones","Co Monaghan","","Monaghan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",205,230,250631,325897,250631,325897
552,"72180K","Inver College","Carrickmacross","Co Monaghan","","","Monaghan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",162,214,284275,304564,284275,304564
553,"72190N","Castleblayney College","Dublin Road","Castleblayney","Co Monaghan","","Monaghan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",136,168,282937,319122,282937,319122
554,"72210Q","Beech Hill College","Monaghan","Co. Monaghan","","","Monaghan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",592,413,267632,333343,267632,333343
555,"72220T","Coláiste Chathail Naofa","Youghal Rd","Dungarvan","","","Waterford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",218,155,225557,92822,225557,92822
556,"72230W","St Declan's Community College","Kilmacthomas","Co Waterford","","","Waterford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",304,356,239603,105990,239603,105990
557,"72240C","Waterford College of Further Education","Parnell Street","Waterford","","","Waterford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",540,307,260876.24,112158.1,260876.25,112158.11
558,"72241E","St Paul's Community College","Browne's Road","Waterford City","","","Waterford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",109,343,258941,111418,258941,111418
559,"72280O","Elphin Community College","Elphin","Castlerea","Co Roscommon","","Roscommon","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",38,76,186697,288388,186697,288388
560,"72290R","Roscommon Community School","Lisnamult","Roscommon","Co. Roscommon","","Roscommon","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",79,146,186824,263936,186824,263936
561,"72300R","Corran College","Ballymote","Co Sligo","","","Sligo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",57,67,166332,315903,166332,315903
562,"72310U","Coola Post Primary School","Riverstown","Via Boyle","Co Sligo","","Sligo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",191,233,175623,322873,175623,322873
563,"72320A","Coláiste Iascaigh","Easkey","Co Sligo","","","Sligo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",64,81,137775,337870,137775,337870
564,"72330D","Grange Vocational School","Grange","Co Sligo","","","Sligo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",56,105,166107,349347,166107,349347
565,"72350J","North Connaught College","Tubbercurry","Co Sligo","","","Sligo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",108,42,152444.54,312209.35,152444.54,312209.35
566,"72360M","Ballinode College","Clarion Rd","Sligo","","","Sligo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",401,317,170134,336791,170134,336791
567,"72370P","Borrisokane Community College","Borrisokane","Co Tipperary","","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",259,279,192116,194515,192116,194515
568,"72400V","Comeragh College","Greenside","Carrick-On-Suir","","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",112,177,240224,122107,240224,122107
569,"72420E","Central Technical Institute","Clonmel","Co Tipperary","","","Tipperary","Mixed","Day","Some pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",207,278,220801,122467,220801,122467
570,"72430H","Scoil Ruain","Killenaule","Thurles","Co Tipperary","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",197,230,221947,146746,221947,146746
571,"72440K","Nenagh Vocational School","Dromin Road","Nenagh","Co Tipperary","","Tipperary","Mixed","Day","Some pupils taught some subjects through Irish","N","INTER DENOMINATIONAL",192,208,186454,179894,186454,179894
572,"72450N","Newport College","Newport","Co Tipperary","","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",83,66,172575,162675,172575,162675
573,"72470T","Templemore College","Templemore","Co Tipperary","","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",190,103,210720.78,171433.04,210720.78,171433.04
574,"72480W","St. Alibe's School","Rosanna Road","Tipperary Town","","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",120,158,189440,136281,189440,136281
575,"72490C","Coláiste Mhuire Co-Ed","Castlemeadows","Thurles","Co Tipperary","","Tipperary","Mixed","Day","Some pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",158,182,211817,159190,211817,159190
576,"72520I","Coláiste Naomh Cormac","Kilcormac","Co Offaly","","","Offaly","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",97,109,218756,214329,218756,214329
577,"72530L","Ard Scoil Chiarain Naofa","Frederick St.","Clara","Co. Offaly","","Offaly","Mixed","Day","Some pupils taught some subjects through Irish","N","INTER DENOMINATIONAL",116,105,225865,232309,225865,232309
578,"72540O","Oaklands Community College","Sr. Senan Avenue","Edenderry","Co. Offaly","","Offaly","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",237,306,262488,232259,262488,232259
579,"72560U","Tullamore College","Riverside","Tullamore","Co. Offaly","","Offaly","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",241,327,234380,225129,234380,225129
580,"76060U","Davitt College","Springfield","Castlebar","","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",543,441,115145,290494,115145,290494
581,"76061W","Colaiste na Trocaire (Mercy Community College)","Rathkeale","Co. Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",237,214,136617,141319,136617,141319
582,"76062B","Castleknock Community College","Carpenterstown Road","Castleknock","Dublin 15","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",552,584,307138,236937,307138,236937
583,"76063D","Colaiste Dun Iascaigh","Cashel Road","Cahir","Co Tipperary","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",290,349,205654,125487,205654,125487
584,"76064F","Glanmire Community College","Glanmire","Co. Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",370,530,173610,75424,173610,75424
585,"76065H","Coláiste Cois Life","Gleann an Ghrífín","Leamhcán","Co Átha Cliath","","Dublin","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",240,277,304225,234388,304225,234388
586,"76066J","Meánscoil San Nioclás","Rinn O gCuanach","Co. Phort Láirge","","","Waterford","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",71,57,228148,88740,228148,88740
587,"76067L","Colaiste Pobail Naomh Mhuire","Cill na Mullach","Co Chorcaí","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",103,121,154277,108914,154277,108914
588,"76068N","Coláiste na Sceilge","Caherciveen","Co. Kerry","","","Kerry","Mixed","Day","Some pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",267,248,45943,78767,45943,78767
589,"76069P","Colaiste Phobáil Ros Cré","Corville Rd","Roscrea","Co Tipperary","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",355,347,214164,189224,214164,189224
590,"76070A","Coláiste Ióasef","Kilmallock","Co. Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",288,280,160728,128166,160728,128166
591,"76072E","Abbey Community College","Boyle","Co Roscommon","","","Roscommon","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",193,217,180416,302223,180416,302223
592,"76073G","Castletroy College","Newtown","Castletroy","Co Limerick","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",555,618,163452,156977,163452,156977
593,"76075K","St John Bosco Community College","Cahercon","Kildysart","Co Clare","","Clare","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",89,92,125331,158516,125331,158516
594,"76076M","Colaiste Chraobh Abhann","Creowen","Kilcoole","Co Wicklow","","Wicklow","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",290,330,329632,207279,329632,207279
595,"76077O","Larkin Community College","Champions Avenue","Dublin 1","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",151,290,316061,234949,316061,234949
596,"76078Q","Skerries Community College","Skerries","Co. Dublin","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",388,525,324841,260442,324841,260442
597,"76079S","Coláiste Phobail Cholmcille","Baile Úr","Oileán Thoraí","Doirí Beaga","Co. Dhún Na nGall","Donegal","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",3,2,185983,446442,185983,446442
598,"76081F","Coláiste Ailigh","Cnoc na Móna","Leitir Ceanainn","Co.Dhún na nGall","","Donegal","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",115,117,217085,411925,217085,411925
599,"76082H","Abbey Community College","Abbey Rd","Ferrybank","Waterford","","Kilkenny","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",341,380,261581,112852,261581,112852
600,"76083J","Magh Ene College","Church Road","Bundoran","Co Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",137,190,181940,358556,181940,358556
601,"76084L","Moville Community College","Carrownaff","Moville","Co Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",265,280,260504,438182,260504,438182
602,"76085N","Gealcholáiste Reachrann","Bóthar Mhainistir na Gráinsí","Domhnach Míde","Baile Atha Cliath 13","","Dublin","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",181,156,322655,240460,322655,240460
603,"76086P","MARIA IMMACULATA COMMUNITY COLLEGE","Dunmanway","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",226,277,122963,51883,122963,51883
604,"76087R","CAVAN INSTITUTE","CATHEDRAL ROAD","CAVAN","","","Cavan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",744,580,242182.11,305887.3,242182.11,305887.29
605,"76088T","Ratoath College","Jamestown","Ratoath","Co. Meath","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",466,525,302358,251042,302358,251042
606,"76089V","MOHILL COMMUNITY COLLEGE","MOHILL","CO LEITRIM","","","Leitrim","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",204,167,208479,296976,208479,296976
607,"76090G","Coláiste Pobail Bheanntraí","SESKIN","BANTRY","CO CORK","","Cork","Mixed","Day","Some pupils taught some subjects through Irish","N","INTER DENOMINATIONAL",333,340,99988.95,47741.31,99988.95,47741.31
608,"76091I","Coláiste Oiriall","Tir Chianáin","Muineachán","Co Mhuineacháin","","Monaghan","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",173,101,267611,333249,267611,333249
609,"76092K","PRESENTATION COLLEGE","TERENURE","DUBLIN 6W","","","Dublin","Girls","Day","No subjects taught through Irish","N","CATHOLIC",308,0,314237,230307,314237,230307
610,"76093M","COLÁISTE ÍDE AGUS IOSAEF","ABBEYFEALE","CO LIMERICK","","","Limerick","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",344,332,111791.1,126820.71,111791.1,126820.71
611,"76094O","COLÁISTE DHÚLAIGH COLLEGE OF FURTHER EDUCATION","BARRYCOURT ROAD","COOLOCK","DUBLIN 17","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",592,762,322546.39,239004.71,322546.39,239004.71
612,"76096S","Merlin College","Doughiska Road","Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",31,38,134382.57,226216.82,134382.57,226216.81
613,"76097U","ADAMSTOWN COMMUNITY COLLEGE","Station Rd","Adamstown","Co Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",343,379,302483,232853,302483,232853
